user_id,first_credit_date,current_date,income_records,login_records,unusual_operations,total_debt,total_income,consumption_records,loan_records,credit_grade
204,2010-07-23,2023-10-15,"[7634, 3967, 4533]","[3, 7, 7]",[],2412.64,27594.54,"[393, 466, 614]",[],0
205,2010-07-24,2023-10-15,"[2372, 2708, 3863]","[13, 12, 2]",[],2265.6,19411.86,"[129, 241, 540]",[],0
206,2010-07-25,2023-10-15,"[6140, 7578, 7448]","[18, 7, 11]",[],7059.3,25761.5,"[843, 701, 586]",[],0
207,2010-07-26,2023-10-15,"[4441, 4806, 7710]","[12, 3, 11]",['suspicious_login'],3810.08,20071.16,"[319, 117, 775]",[15383],1
208,2010-07-27,2023-10-15,"[5182, 3723, 4582]","[15, 9, 7]",[],3137.06,29286.27,"[966, 809, 470]",[13030],0
209,2010-07-28,2023-10-15,"[6802, 3821, 3062]","[11, 12, 8]",[],1827.28,14336.05,"[224, 121, 377]",[],0
210,2010-07-29,2023-10-15,"[5774, 7281, 6759]","[3, 6, 7]",[],4159.24,23675.61,"[314, 244, 361]",[],1
211,2010-07-30,2023-10-15,"[4173, 2099, 3127]","[15, 6, 7]",[],1880.9,14496.11,"[803, 829, 917]",[],0
212,2010-07-31,2023-10-15,"[7904, 3585, 2938]","[15, 5, 2]",[],1813.42,16330.18,"[812, 444, 354]",[39329],0
213,2010-08-01,2023-10-15,"[2445, 3423, 3008]","[2, 2, 8]",[],1603.61,40959.63,"[914, 214, 368]",[],0
214,2010-08-02,2023-10-15,"[5519, 3860, 4954]","[18, 8, 17]",[],3364.09,17270.37,"[405, 254, 173]",[],0
215,2010-08-03,2023-10-15,"[6874, 6982, 6873]","[13, 6, 11]",[],1174.99,16611.82,"[715, 901, 178]",[],0
216,2010-08-04,2023-10-15,"[3703, 3632, 3245]","[1, 2, 15]",[],5978.17,38996.47,"[226, 721, 853]",[],0
217,2010-08-05,2023-10-15,"[2038, 5473, 5450]","[18, 19, 2]",[],2170.59,27474.65,"[711, 547, 726]",[19260],0
218,2010-08-06,2023-10-15,"[4540, 4302, 2898]","[6, 8, 12]",[],3483.66,39018.13,"[919, 570, 466]",[],0
219,2010-08-07,2023-10-15,"[2443, 6084, 4311]","[6, 17, 2]",[],2075.39,8538.82,"[562, 789, 222]",[],0
220,2010-08-08,2023-10-15,"[7310, 3545, 3245]","[4, 5, 3]",[],2539.5,17229.21,"[757, 426, 113]",[],0
221,2010-08-09,2023-10-15,"[5136, 3691, 5705]","[15, 12, 14]",[],3909.83,22799.01,"[370, 370, 160]",[],0
222,2010-08-10,2023-10-15,"[7567, 2461, 4130]","[3, 9, 5]",[],1966.61,18254.38,"[770, 750, 714]",[],0
223,2010-08-11,2023-10-15,"[7133, 2256, 2457]","[2, 7, 11]",[],1824.13,29846.97,"[692, 779, 92]",[10503],0
224,2010-08-12,2023-10-15,"[2905, 4150, 2125]","[8, 2, 8]",[],4258.47,23422.09,"[189, 517, 424]",[],0
225,2010-08-13,2023-10-15,"[3500, 5584, 4458]","[2, 4, 2]",['suspicious_login'],3594.93,27341.35,"[879, 809, 483]",[49670],0
226,2010-08-14,2023-10-15,"[6241, 6086, 5436]","[3, 1, 7]",[],1434.59,32907.95,"[334, 353, 746]",[4846],0
227,2010-08-15,2023-10-15,"[4011, 2891, 3919]","[11, 19, 6]",[],5250.8,18380.7,"[541, 712, 732]",[],0
228,2010-08-16,2023-10-15,"[4267, 4009, 5035]","[7, 6, 15]",['suspicious_login'],4247.51,15982.03,"[307, 994, 573]",[],0
229,2010-08-17,2023-10-15,"[4672, 5075, 2670]","[8, 7, 5]",[],2530.54,14794.33,"[610, 988, 443]",[28464],0
230,2010-08-18,2023-10-15,"[7241, 4479, 3275]","[6, 18, 17]",[],3350.24,28434.75,"[243, 198, 605]",[],0
231,2010-08-19,2023-10-15,"[5751, 5506, 3184]","[7, 10, 15]",[],1564.2,20632.15,"[331, 818, 338]",[19790],0
232,2010-08-20,2023-10-15,"[4357, 5159, 4746]","[3, 19, 15]",[],7773.24,14604.65,"[891, 346, 418]",[],0
233,2010-08-21,2023-10-15,"[4037, 5087, 5651]","[8, 10, 13]",[],4191.51,25563.61,"[833, 600, 122]",[],1
234,2010-08-22,2023-10-15,"[2678, 3137, 3933]","[11, 17, 8]",[],5720.75,27132.23,"[862, 312, 893]",[],0
235,2010-08-23,2023-10-15,"[4022, 5295, 3823]","[8, 6, 17]",[],2066.12,26273.6,"[405, 731, 893]",[],0
236,2010-08-24,2023-10-15,"[4788, 5002, 3422]","[18, 12, 1]",[],3055.67,18324.89,"[731, 574, 486]",[43019],0
237,2010-08-25,2023-10-15,"[6950, 3301, 7713]","[1, 11, 10]",[],5140.28,31578.81,"[636, 947, 856]",[21226],0
238,2010-08-26,2023-10-15,"[5587, 3621, 2089]","[6, 15, 18]",[],3268.15,34867.02,"[54, 553, 268]",[18222],0
239,2010-08-27,2023-10-15,"[6935, 4640, 2017]","[14, 19, 1]",[],4150.65,26115.14,"[464, 939, 660]",[],1
240,2010-08-28,2023-10-15,"[5469, 6624, 2423]","[5, 1, 16]",[],4584.51,19948.63,"[178, 390, 438]",[3884],0
241,2010-08-29,2023-10-15,"[2829, 5079, 7330]","[9, 14, 14]",['suspicious_login'],1909.08,26757.78,"[941, 194, 253]",[],0
242,2010-08-30,2023-10-15,"[6307, 5672, 3094]","[12, 5, 17]",[],4419.88,24177.97,"[847, 86, 182]",[],1
243,2010-08-31,2023-10-15,"[2544, 7336, 5301]","[19, 5, 9]",[],2743.31,24402.23,"[611, 535, 931]",[],0
244,2010-09-01,2023-10-15,"[6632, 4008, 2786]","[15, 10, 18]",[],1783.89,16575.93,"[770, 361, 243]",[],0
245,2010-09-02,2023-10-15,"[6239, 4495, 5092]","[6, 9, 18]",[],3382.4,26847.58,"[174, 484, 487]",[26122],0
246,2010-09-03,2023-10-15,"[6467, 3202, 3189]","[7, 19, 18]",[],4089.48,20976.56,"[266, 538, 74]",[],0
247,2010-09-04,2023-10-15,"[4166, 4458, 5131]","[14, 17, 2]",[],1705.61,17408.25,"[757, 879, 624]",[],0
248,2010-09-05,2023-10-15,"[3798, 7186, 2457]","[11, 18, 16]",[],4564.68,19591.11,"[367, 94, 674]",[34385],0
249,2010-09-06,2023-10-15,"[7648, 3536, 3172]","[12, 4, 15]",[],6390.96,12965.46,"[951, 352, 97]",[],0
250,2010-09-07,2023-10-15,"[2887, 4117, 7311]","[7, 2, 7]",[],2877.2,26137.82,"[237, 387, 703]",[],0
251,2010-09-08,2023-10-15,"[5728, 3744, 4812]","[7, 12, 18]",[],1921.81,11570.85,"[481, 215, 807]",[30139],0
252,2010-09-09,2023-10-15,"[6437, 4378, 4170]","[15, 17, 12]",['suspicious_login'],4450.72,23641.85,"[402, 869, 705]",[],1
253,2010-09-10,2023-10-15,"[5786, 3372, 4779]","[16, 8, 11]",[],3053.4,24246.48,"[703, 103, 656]",[18667],0
254,2010-09-11,2023-10-15,"[4333, 4605, 6054]","[9, 3, 7]",[],2958.24,13122.28,"[841, 268, 985]",[],1
255,2010-09-12,2023-10-15,"[6066, 7436, 7285]","[10, 14, 13]",[],2075.37,14446.26,"[820, 620, 234]",[],1
256,2010-09-13,2023-10-15,"[5734, 3186, 7220]","[5, 12, 13]",[],3266.66,21779.46,"[748, 593, 417]",[29046],0
257,2010-09-14,2023-10-15,"[3383, 7305, 7443]","[4, 2, 18]",[],4546.07,16352.82,"[875, 455, 377]",[],0
258,2010-09-15,2023-10-15,"[3450, 5056, 4120]","[13, 6, 4]",[],2983.56,18569.73,"[482, 856, 876]",[],0
259,2010-09-16,2023-10-15,"[4475, 6084, 3503]","[5, 7, 15]",[],3104.48,18973.02,"[332, 313, 370]",[],0
260,2010-09-17,2023-10-15,"[2708, 2102, 3587]","[15, 8, 6]",[],4902.47,39269.55,"[873, 354, 865]",[],0
261,2010-09-18,2023-10-15,"[7483, 3508, 2906]","[15, 10, 15]",[],1371.38,26068.79,"[918, 901, 80]",[],0
262,2010-09-19,2023-10-15,"[2782, 2510, 3205]","[11, 15, 7]",[],1513.61,25847.38,"[712, 388, 844]",[],0
263,2010-09-20,2023-10-15,"[2685, 6812, 3674]","[15, 8, 1]",[],1433.65,14914.58,"[374, 283, 85]",[],1
264,2010-09-21,2023-10-15,"[7008, 5114, 4818]","[8, 19, 5]",[],2636.26,35426.8,"[103, 778, 147]",[],0
265,2010-09-22,2023-10-15,"[4791, 4832, 5675]","[8, 7, 6]",[],1329.94,17335.68,"[980, 52, 751]",[],0
266,2010-09-23,2023-10-15,"[6186, 6274, 5306]","[3, 1, 16]",[],1585.42,30038.9,"[569, 718, 150]",[],1
267,2010-09-24,2023-10-15,"[7856, 5313, 5856]","[19, 19, 6]",[],2160.48,27123.3,"[937, 314, 898]",[],0
268,2010-09-25,2023-10-15,"[7970, 6504, 3822]","[16, 17, 18]",[],2538.32,25236.54,"[81, 630, 629]",[22621],0
269,2010-09-26,2023-10-15,"[6984, 6675, 3243]","[9, 19, 10]",[],4291.98,37000.74,"[416, 788, 673]",[],0
270,2010-09-27,2023-10-15,"[7865, 5137, 6999]","[17, 13, 6]",[],4433.45,25112.15,"[83, 447, 290]",[],0
271,2010-09-28,2023-10-15,"[7911, 5805, 7082]","[13, 12, 9]",[],7219.2,18769.29,"[52, 770, 382]",[],0
272,2010-09-29,2023-10-15,"[2209, 5193, 7223]","[5, 4, 16]",[],4588.64,18207.66,"[199, 604, 989]",[],0
273,2010-09-30,2023-10-15,"[2450, 5475, 4731]","[18, 14, 11]",[],6635.41,24486.35,"[654, 538, 352]",[],0
274,2010-10-01,2023-10-15,"[4443, 7228, 6875]","[12, 11, 18]",[],3146.54,24549.08,"[801, 518, 978]",[35197],0
275,2010-10-02,2023-10-15,"[2906, 3605, 6136]","[15, 6, 17]",[],1827.1,16300.95,"[535, 566, 514]",[4493],0
276,2010-10-03,2023-10-15,"[7628, 3846, 5559]","[8, 14, 6]",[],3650.98,31549.34,"[471, 266, 290]",[9168],0
277,2010-10-04,2023-10-15,"[2003, 6890, 5342]","[2, 9, 18]",[],3585.09,24986.82,"[906, 772, 715]",[],0
278,2010-10-05,2023-10-15,"[5331, 4287, 7548]","[19, 5, 3]",[],2176.53,16508.24,"[821, 625, 585]",[22012],1
279,2010-10-06,2023-10-15,"[5070, 7988, 5342]","[3, 3, 11]",[],3798.29,28050.44,"[890, 50, 252]",[],0
280,2010-10-07,2023-10-15,"[5678, 4759, 6574]","[8, 13, 4]",[],1995.87,12162.75,"[104, 980, 712]",[6681],0
281,2010-10-08,2023-10-15,"[6300, 4968, 2479]","[1, 2, 10]",[],878.93,12254.33,"[860, 341, 186]",[],0
282,2010-10-09,2023-10-15,"[6884, 3022, 3924]","[18, 10, 8]",[],4316.18,25256.36,"[428, 465, 139]",[],0
283,2010-10-10,2023-10-15,"[3521, 4893, 4352]","[15, 19, 16]",[],8876.22,31887.67,"[245, 636, 283]",[39537],0
284,2010-10-11,2023-10-15,"[4300, 4643, 7736]","[17, 15, 18]",[],4071.92,21890.62,"[487, 320, 976]",[],1
285,2010-10-12,2023-10-15,"[6765, 2549, 7636]","[2, 13, 16]",[],2828.2,23756.87,"[506, 592, 856]",[],0
286,2010-10-13,2023-10-15,"[7938, 2990, 4479]","[9, 9, 2]",['suspicious_login'],4163.5,16990.2,"[757, 782, 445]",[],1
287,2010-10-14,2023-10-15,"[4970, 5330, 7366]","[19, 19, 9]",['suspicious_login'],2231.48,27798.44,"[602, 276, 742]",[],0
288,2010-10-15,2023-10-15,"[5610, 5695, 7015]","[1, 15, 15]",[],2968.0,15429.99,"[726, 310, 879]",[],0
289,2010-10-16,2023-10-15,"[5485, 5346, 5047]","[8, 4, 14]",[],2695.83,19655.35,"[637, 677, 329]",[],1
290,2010-10-17,2023-10-15,"[4096, 6879, 4978]","[17, 4, 17]",[],2404.57,25303.66,"[249, 643, 965]",[],0
291,2010-10-18,2023-10-15,"[5884, 7077, 3741]","[8, 7, 19]",[],806.69,25457.52,"[302, 940, 498]",[22905],0
292,2010-10-19,2023-10-15,"[7147, 7699, 7906]","[12, 10, 14]",[],3150.29,22236.64,"[869, 143, 790]",[9980],1
293,2010-10-20,2023-10-15,"[3894, 5809, 6824]","[12, 18, 2]",[],3553.89,21234.41,"[621, 998, 278]",[2487],0
294,2010-10-21,2023-10-15,"[2285, 3066, 7697]","[9, 16, 12]",[],1978.43,30313.58,"[325, 573, 916]",[20908],0
295,2010-10-22,2023-10-15,"[2149, 2118, 3141]","[2, 19, 2]",[],3815.48,16268.24,"[812, 359, 855]",[],0
296,2010-10-23,2023-10-15,"[7118, 3904, 3918]","[15, 5, 6]",[],2155.0,21224.12,"[482, 869, 167]",[],0
297,2010-10-24,2023-10-15,"[4049, 7954, 4848]","[15, 17, 4]",[],3404.79,26989.5,"[729, 313, 390]",[],0
298,2010-10-25,2023-10-15,"[4133, 7179, 3404]","[11, 5, 4]",[],1968.11,23121.88,"[173, 984, 352]",[],0
299,2010-10-26,2023-10-15,"[3791, 5472, 5951]","[17, 19, 10]",[],3601.8,18563.15,"[151, 413, 426]",[45184],0
300,2010-10-27,2023-10-15,"[6571, 2484, 5418]","[18, 17, 10]",[],5882.04,25044.43,"[81, 307, 866]",[],0
301,2010-10-28,2023-10-15,"[5472, 2568, 4638]","[12, 19, 5]",[],1590.99,14374.81,"[186, 433, 190]",[],0
302,2010-10-29,2023-10-15,"[6526, 5395, 7464]","[16, 17, 5]",[],3785.14,29259.45,"[57, 627, 53]",[],0
303,2010-10-30,2023-10-15,"[3080, 4597, 5097]","[2, 7, 18]",[],1492.13,15029.05,"[476, 974, 573]",[],1
304,2010-10-31,2023-10-15,"[7603, 6112, 2218]","[17, 15, 4]",[],3339.78,16093.84,"[846, 425, 893]",[],0
305,2010-11-01,2023-10-15,"[3563, 7806, 7290]","[9, 16, 12]",[],9981.73,19334.82,"[168, 68, 687]",[],1
306,2010-11-02,2023-10-15,"[5846, 5024, 2408]","[5, 19, 12]",[],3107.76,23349.09,"[993, 739, 698]",[12164],1
307,2010-11-03,2023-10-15,"[4081, 5213, 6885]","[19, 11, 13]",[],4484.78,22743.17,"[812, 319, 151]",[],0
308,2010-11-04,2023-10-15,"[6180, 3044, 4565]","[15, 17, 11]",[],4551.33,23686.15,"[666, 994, 624]",[46649],1
309,2010-11-05,2023-10-15,"[5950, 3595, 6581]","[11, 9, 1]",[],11060.47,26852.69,"[479, 387, 149]",[23599],0
310,2010-11-06,2023-10-15,"[7594, 6902, 6543]","[1, 9, 7]",[],3417.57,19032.65,"[427, 475, 964]",[],1
311,2010-11-07,2023-10-15,"[5026, 3932, 2023]","[10, 4, 11]",[],4127.93,39393.45,"[905, 916, 684]",[48260],0
312,2010-11-08,2023-10-15,"[3853, 7950, 6929]","[7, 15, 11]",[],5434.91,22919.53,"[76, 867, 401]",[],1
313,2010-11-09,2023-10-15,"[6346, 2015, 2934]","[13, 10, 15]",[],3078.24,22599.01,"[368, 147, 361]",[],0
314,2010-11-10,2023-10-15,"[4202, 4890, 3677]","[14, 7, 7]",[],3924.27,25022.53,"[601, 927, 363]",[],0
315,2010-11-11,2023-10-15,"[2011, 4524, 7699]","[14, 15, 5]",[],4450.9,13686.63,"[360, 278, 482]",[],0
316,2010-11-12,2023-10-15,"[4669, 5915, 7011]","[5, 5, 8]",[],5556.07,12329.05,"[368, 617, 713]",[6388],0
317,2010-11-13,2023-10-15,"[6415, 2377, 4096]","[1, 8, 3]",[],2087.17,20528.84,"[686, 382, 597]",[],0
318,2010-11-14,2023-10-15,"[7281, 6545, 4901]","[10, 2, 11]",[],3573.65,18135.51,"[545, 817, 541]",[],0
319,2010-11-15,2023-10-15,"[4554, 7428, 7013]","[16, 12, 18]",[],5980.52,14227.64,"[844, 730, 953]",[17572],0
320,2010-11-16,2023-10-15,"[6602, 6389, 5898]","[6, 5, 1]",[],3439.15,28102.86,"[200, 783, 153]",[46851],0
321,2010-11-17,2023-10-15,"[7571, 3385, 3214]","[13, 18, 7]",['suspicious_login'],2824.96,13474.78,"[63, 750, 580]",[],0
322,2010-11-18,2023-10-15,"[4397, 7441, 3306]","[17, 3, 8]",[],2592.35,23665.62,"[882, 862, 570]",[],0
323,2010-11-19,2023-10-15,"[3460, 3972, 4097]","[6, 13, 12]",[],1338.42,14620.04,"[857, 968, 498]",[],1
324,2010-11-20,2023-10-15,"[5752, 2928, 5108]","[7, 10, 6]",[],4122.88,16532.96,"[689, 776, 451]",[],1
325,2010-11-21,2023-10-15,"[6797, 2039, 5430]","[7, 11, 1]",[],1530.81,22394.0,"[450, 729, 112]",[],0
326,2010-11-22,2023-10-15,"[4143, 6700, 6836]","[14, 1, 12]",['suspicious_login'],2807.59,9854.06,"[364, 351, 788]",[],0
327,2010-11-23,2023-10-15,"[7005, 3979, 6868]","[14, 19, 1]",[],2419.51,17016.29,"[769, 462, 532]",[],0
328,2010-11-24,2023-10-15,"[4026, 2591, 2953]","[19, 2, 17]",[],4157.83,25584.05,"[867, 479, 193]",[],0
329,2010-11-25,2023-10-15,"[5959, 5674, 7131]","[18, 5, 15]",[],2513.8,16441.76,"[709, 518, 360]",[],0
330,2010-11-26,2023-10-15,"[7779, 6197, 3983]","[17, 16, 8]",[],2312.36,18221.24,"[332, 985, 277]",[],0
331,2010-11-27,2023-10-15,"[6278, 5568, 5517]","[3, 17, 4]",['suspicious_login'],2691.94,10070.9,"[700, 190, 380]",[],1
332,2010-11-28,2023-10-15,"[5248, 4075, 2443]","[16, 10, 9]",[],2198.34,18636.92,"[818, 536, 740]",[],0
333,2010-11-29,2023-10-15,"[5943, 3405, 2293]","[18, 13, 7]",['suspicious_login'],1894.91,21269.93,"[95, 263, 363]",[24081],0
334,2010-11-30,2023-10-15,"[3549, 4874, 7351]","[17, 16, 7]",['suspicious_login'],1662.81,24269.65,"[864, 253, 571]",[],0
335,2010-12-01,2023-10-15,"[2526, 5748, 6506]","[17, 19, 19]",[],8537.1,31594.27,"[320, 529, 385]",[],0
336,2010-12-02,2023-10-15,"[4231, 5864, 5692]","[7, 9, 1]",[],5080.26,8485.82,"[685, 911, 301]",[],0
337,2010-12-03,2023-10-15,"[2113, 5360, 4973]","[11, 16, 13]",['suspicious_login'],6337.01,26411.62,"[936, 265, 659]",[],0
338,2010-12-04,2023-10-15,"[4928, 7964, 4521]","[13, 3, 7]",[],2235.0,22042.81,"[682, 719, 95]",[],0
339,2010-12-05,2023-10-15,"[6754, 7797, 5100]","[4, 16, 17]",[],10215.14,12445.3,"[349, 197, 582]",[],0
340,2010-12-06,2023-10-15,"[5122, 2827, 4793]","[18, 7, 11]",[],2925.03,14720.52,"[835, 794, 473]",[],0
341,2010-12-07,2023-10-15,"[4263, 2562, 4149]","[1, 9, 14]",[],3832.58,18407.04,"[858, 190, 204]",[],0
342,2010-12-08,2023-10-15,"[2130, 3758, 6070]","[9, 17, 11]",[],3333.78,21388.09,"[781, 680, 505]",[],0
343,2010-12-09,2023-10-15,"[7784, 2541, 4537]","[11, 2, 4]",[],3687.35,33168.3,"[736, 501, 531]",[],0
344,2010-12-10,2023-10-15,"[5512, 2726, 5008]","[14, 18, 15]",[],3637.42,15397.99,"[961, 746, 331]",[],0
345,2010-12-11,2023-10-15,"[3363, 2422, 5730]","[11, 10, 15]",[],3495.38,17191.65,"[396, 212, 225]",[38589],1
346,2010-12-12,2023-10-15,"[3512, 2568, 6767]","[6, 1, 12]",[],3251.56,23971.73,"[370, 514, 395]",[],0
347,2010-12-13,2023-10-15,"[5182, 4590, 7693]","[3, 8, 2]",[],3272.61,16524.11,"[216, 723, 854]",[],0
348,2010-12-14,2023-10-15,"[2875, 6911, 4889]","[13, 1, 12]",['suspicious_login'],2181.7,16000.06,"[790, 367, 160]",[],0
349,2010-12-15,2023-10-15,"[6395, 7885, 6384]","[18, 3, 19]",[],1371.18,32063.56,"[457, 501, 141]",[29791],0
350,2010-12-16,2023-10-15,"[7235, 6294, 5445]","[4, 14, 11]",[],4843.65,15990.62,"[831, 994, 123]",[7551],0
351,2010-12-17,2023-10-15,"[3418, 4473, 3753]","[8, 17, 11]",[],1225.46,24876.13,"[688, 283, 693]",[],1
352,2010-12-18,2023-10-15,"[2207, 2074, 5222]","[1, 15, 16]",[],1255.22,10693.53,"[622, 156, 393]",[],0
353,2010-12-19,2023-10-15,"[3271, 7484, 5548]","[9, 3, 19]",[],3352.59,22168.7,"[596, 665, 611]",[],0
354,2010-12-20,2023-10-15,"[3764, 4719, 2348]","[6, 11, 11]",[],1649.79,29539.65,"[214, 686, 822]",[],0
355,2010-12-21,2023-10-15,"[5209, 3595, 5693]","[12, 15, 13]",[],3599.89,21191.07,"[157, 808, 189]",[],0
356,2010-12-22,2023-10-15,"[5216, 5859, 2872]","[16, 19, 4]",[],2411.72,26925.68,"[674, 283, 222]",[],0
357,2010-12-23,2023-10-15,"[3590, 7681, 4694]","[16, 18, 8]",[],6169.83,28716.94,"[993, 640, 108]",[],0
358,2010-12-24,2023-10-15,"[2820, 5350, 3295]","[7, 12, 15]",[],1644.93,38125.44,"[370, 735, 403]",[],0
359,2010-12-25,2023-10-15,"[5752, 5318, 5498]","[7, 12, 12]",[],4028.8,28116.18,"[379, 242, 675]",[],0
360,2010-12-26,2023-10-15,"[6572, 6215, 7844]","[17, 19, 11]",[],3526.08,14834.57,"[292, 940, 522]",[],0
361,2010-12-27,2023-10-15,"[7772, 7575, 3427]","[10, 15, 9]",[],3192.37,13231.02,"[788, 710, 275]",[45177],0
362,2010-12-28,2023-10-15,"[2935, 7885, 6330]","[19, 18, 4]",[],3625.93,21660.68,"[680, 278, 962]",[],0
363,2010-12-29,2023-10-15,"[6218, 6531, 7094]","[19, 15, 13]",[],2286.46,18201.25,"[944, 363, 412]",[],0
364,2010-12-30,2023-10-15,"[2519, 6210, 6508]","[8, 19, 5]",[],3680.38,17521.01,"[307, 439, 573]",[],0
365,2010-12-31,2023-10-15,"[3040, 2697, 6513]","[5, 16, 2]",[],3947.96,21126.66,"[237, 849, 541]",[],0
366,2011-01-01,2023-10-15,"[6326, 2228, 4394]","[19, 6, 17]",['suspicious_login'],6096.49,16136.26,"[203, 784, 566]",[],0
367,2011-01-02,2023-10-15,"[2971, 2077, 3352]","[18, 9, 1]",['suspicious_login'],3218.51,22170.71,"[152, 580, 278]",[],0
368,2011-01-03,2023-10-15,"[3078, 7158, 5228]","[2, 5, 6]",[],3545.23,17555.45,"[714, 219, 974]",[],0
369,2011-01-04,2023-10-15,"[2753, 6369, 4044]","[10, 13, 12]",['suspicious_login'],1337.52,24509.77,"[808, 213, 105]",[],0
370,2011-01-05,2023-10-15,"[7758, 6704, 4001]","[4, 16, 9]",[],3630.45,25419.0,"[439, 132, 452]",[],0
371,2011-01-06,2023-10-15,"[7849, 5758, 3024]","[6, 3, 10]",[],2512.55,15213.28,"[160, 114, 98]",[],0
372,2011-01-07,2023-10-15,"[5713, 6377, 2277]","[17, 9, 14]",[],5463.34,30593.67,"[72, 995, 638]",[],0
373,2011-01-08,2023-10-15,"[7468, 5825, 7838]","[12, 10, 17]",[],3938.25,24169.84,"[963, 157, 516]",[11526],1
374,2011-01-09,2023-10-15,"[6869, 2722, 7543]","[15, 15, 13]",[],4458.39,14001.11,"[441, 391, 519]",[],0
375,2011-01-10,2023-10-15,"[2708, 6129, 5917]","[8, 3, 13]",[],3581.34,18234.74,"[967, 649, 755]",[],0
376,2011-01-11,2023-10-15,"[5202, 6597, 6146]","[5, 2, 11]",[],5041.61,30728.26,"[417, 145, 109]",[15531],0
377,2011-01-12,2023-10-15,"[7650, 4543, 5302]","[14, 8, 5]",[],3317.38,18832.47,"[191, 255, 546]",[34547],0
378,2011-01-13,2023-10-15,"[7046, 3248, 3914]","[2, 7, 6]",[],1430.55,23788.96,"[675, 850, 897]",[45471],0
379,2011-01-14,2023-10-15,"[3242, 4985, 3539]","[2, 4, 3]",[],6827.07,19516.73,"[980, 814, 895]",[28515],0
380,2011-01-15,2023-10-15,"[4347, 6077, 5662]","[19, 10, 13]",[],978.05,32369.1,"[627, 250, 507]",[],0
381,2011-01-16,2023-10-15,"[4348, 7647, 2294]","[15, 1, 10]",[],1648.21,9476.44,"[74, 789, 407]",[24047],1
382,2011-01-17,2023-10-15,"[7104, 4165, 7237]","[3, 13, 8]",[],1676.94,14884.98,"[728, 520, 696]",[],1
383,2011-01-18,2023-10-15,"[7405, 2187, 3171]","[11, 19, 7]",[],3146.82,24730.29,"[189, 763, 191]",[],0
384,2011-01-19,2023-10-15,"[5109, 6451, 2001]","[11, 11, 9]",[],1676.89,17464.76,"[516, 847, 462]",[1990],0
385,2011-01-20,2023-10-15,"[4594, 3348, 6273]","[13, 14, 15]",[],2579.47,17787.75,"[195, 438, 462]",[],0
386,2011-01-21,2023-10-15,"[7364, 4715, 2081]","[9, 14, 19]",[],1177.84,20826.29,"[863, 751, 73]",[],0
387,2011-01-22,2023-10-15,"[5450, 7668, 4642]","[5, 6, 18]",[],4138.65,14040.67,"[429, 926, 280]",[],0
388,2011-01-23,2023-10-15,"[6428, 6212, 7225]","[17, 11, 18]",['suspicious_login'],5160.78,22535.68,"[148, 806, 631]",[],0
389,2011-01-24,2023-10-15,"[3309, 4679, 4144]","[7, 17, 4]",[],4692.27,34935.63,"[992, 559, 110]",[],1
390,2011-01-25,2023-10-15,"[7948, 6669, 5732]","[8, 10, 4]",[],2703.1,27411.79,"[829, 970, 538]",[],0
391,2011-01-26,2023-10-15,"[6749, 3710, 3965]","[15, 1, 4]",[],2931.54,21656.8,"[148, 630, 644]",[],1
392,2011-01-27,2023-10-15,"[2326, 5354, 4881]","[13, 7, 1]",[],2469.04,49578.1,"[399, 315, 162]",[],0
393,2011-01-28,2023-10-15,"[4882, 7723, 3837]","[19, 6, 3]",[],2217.92,21846.75,"[159, 402, 259]",[45213],0
394,2011-01-29,2023-10-15,"[5777, 5723, 4751]","[9, 6, 16]",[],3442.05,10365.77,"[898, 880, 810]",[],0
395,2011-01-30,2023-10-15,"[7747, 7627, 3034]","[13, 10, 1]",[],5297.98,12120.56,"[563, 324, 679]",[],0
396,2011-01-31,2023-10-15,"[7383, 3507, 4999]","[19, 9, 9]",[],3403.4,35686.59,"[395, 541, 619]",[],0
397,2011-02-01,2023-10-15,"[7706, 7714, 2460]","[17, 3, 1]",[],3055.25,17137.99,"[876, 896, 239]",[],0
398,2011-02-02,2023-10-15,"[6620, 6763, 2479]","[7, 1, 17]",[],3233.71,21818.64,"[192, 509, 947]",[],0
399,2011-02-03,2023-10-15,"[2059, 6052, 7395]","[3, 5, 2]",[],1750.38,34325.39,"[196, 57, 476]",[],0
400,2011-02-04,2023-10-15,"[7255, 5955, 6128]","[5, 1, 18]",['suspicious_login'],3512.03,24014.19,"[181, 690, 67]",[],0
401,2011-02-05,2023-10-15,"[4924, 7398, 3466]","[5, 10, 17]",[],2602.43,26657.2,"[451, 449, 445]",[],0
402,2011-02-06,2023-10-15,"[6685, 4190, 3876]","[15, 7, 10]",[],1080.65,14351.76,"[273, 219, 954]",[],0
403,2011-02-07,2023-10-15,"[4013, 2404, 6139]","[14, 14, 15]",[],2588.6,21154.56,"[757, 253, 287]",[],0
404,2011-02-08,2023-10-15,"[3354, 4201, 7505]","[8, 12, 14]",['suspicious_login'],5603.59,42508.93,"[628, 932, 989]",[],0
405,2011-02-09,2023-10-15,"[5378, 5786, 7486]","[4, 13, 1]",['suspicious_login'],6725.2,24617.02,"[230, 549, 703]",[],1
406,2011-02-10,2023-10-15,"[2554, 4993, 2771]","[3, 11, 8]",['suspicious_login'],2301.47,10541.88,"[317, 295, 601]",[31936],0
407,2011-02-11,2023-10-15,"[7262, 6480, 6708]","[17, 9, 4]",[],3201.66,21434.89,"[787, 271, 793]",[],0
